listing_id,name,host_id,host_since,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_total_listings_count,host_has_profile_pic,host_identity_verified,neighbourhood,district,city,latitude,longitude,property_type,room_type,accommodates,bedrooms,amenities,price,minimum_nights,maximum_nights,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable
245,"Entire home/apt in Katong, Singapore",1025,2025-05-23,Singapore,within a day,50,99,False,5,True,True,Katong,West,Singapore,1.373053,103.829559,Apartment,Entire home/apt,2,1,Washer|Pool|Workspace|Iron|Free parking|Kitchen|TV|Gym|Air conditioning|Elevator|Wifi,182.22,2,365,5.0,5.0,5.0,5.0,4.81,5.0,5.0,False
246,"Private room in Menteng, Jakarta",1026,2020-10-13,Jakarta,within a few hours,69,97,False,1,True,True,Menteng,North,Jakarta,-6.222387,106.828775,Condominium,Private room,4,2,Pool|Air conditioning|Workspace|Washer|Gym|Elevator|Heating|TV|Iron|Free parking,159.09,7,90,4.01,3.88,3.86,4.15,4.01,4.18,3.88,True
247,"Private room in Orchard, Singapore",1027,2018-09-14,Singapore,within a few hours,52,94,False,10,True,True,Orchard,North,Singapore,1.364245,103.811975,Apartment,Private room,3,2,Gym|Workspace|Washer|Iron|Air conditioning|Free parking|Heating|Elevator|Pool|Wifi|TV|Kitchen,155.75,1,60,4.35,4.15,4.5,4.34,4.25,4.22,4.21,True
248,"Entire home/apt in Bangsar, Kuala Lumpur",1028,2016-03-29,Kuala Lumpur,a few days or more,67,62,True,1,True,True,Bangsar,East,Kuala Lumpur,3.153929,101.675132,Apartment,Entire home/apt,7,4,Washer|Kitchen|Workspace|Free parking|Gym|Elevator|Pool|Heating|Air conditioning,256.51,2,30,4.29,4.4,4.25,4.21,4.25,4.33,4.14,True
249,"Private room in Bugis, Singapore",1029,2024-06-13,Singapore,within an hour,75,94,False,1,True,True,Bugis,East,Singapore,1.393499,103.837341,House,Private room,8,4,Gym|Washer|Kitchen|Workspace|Elevator,195.07,1,90,3.89,4.03,3.81,4.02,3.72,4.03,3.94,False
250,"Shared room in Senayan, Jakarta",1030,2020-08-28,Jakarta,a few days or more,62,75,False,1,True,True,Senayan,Central,Jakarta,-6.201757,106.811221,Apartment,Shared room,2,1,Washer|TV|Wifi|Elevator|Heating|Iron|Pool,85.55,2,30,4.45,4.5,4.13,4.59,4.48,4.43,4.09,False
251,"Private room in Menteng, Jakarta",1031,2015-03-15,Jakarta,a few days or more,94,53,False,14,True,True,Menteng,South,Jakarta,-6.218376,106.830666,Loft,Private room,3,2,Kitchen|Air conditioning|Wifi|Free parking|Workspace|Washer|Elevator|Iron|TV,111.38,7,30,4.49,4.39,4.27,4.32,4.29,4.65,4.47,False
252,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1032,2015-03-01,Kuala Lumpur,within a few hours,89,63,False,15,True,True,Bukit Bintang,South,Kuala Lumpur,3.151473,101.668438,Condominium,Entire home/apt,7,4,Air conditioning|Iron|Kitchen|Heating|Wifi|Washer,261.54,2,365,4.12,3.88,3.85,4.1,4.01,4.06,3.88,True
253,"Private room in Menteng, Jakarta",1033,2019-02-20,Jakarta,a few days or more,54,71,True,1,True,False,Menteng,South,Jakarta,-6.219947,106.83253,Apartment,Private room,5,2,Elevator|Air conditioning|TV|Kitchen|Free parking|Wifi|Workspace|Heating|Washer|Pool|Gym|Iron,149.75,3,365,3.52,3.41,3.5,3.44,3.61,3.81,3.24,False
254,"Private room in Katong, Singapore",1034,2015-09-03,Singapore,a few days or more,91,68,True,13,True,True,Katong,Central,Singapore,1.373468,103.821156,Condominium,Private room,4,2,Washer|Iron|Wifi|Workspace|Elevator|Pool|Kitchen|Air conditioning|Gym,167.09,1,90,3.77,3.64,3.49,3.6,4.03,4.06,3.77,False
255,"Entire home/apt in Chinatown, Bangkok",1035,2015-09-22,Bangkok,within a day,60,96,False,4,True,True,Chinatown,East,Bangkok,13.783105,100.53124,Serviced apartment,Entire home/apt,8,4,Washer|Kitchen|Air conditioning|Iron|Workspace,300.64,2,60,3.63,3.63,3.41,3.72,3.91,3.45,3.66,True
256,"Entire home/apt in KLCC, Kuala Lumpur",1036,2021-11-01,Kuala Lumpur,a few days or more,54,71,False,3,True,True,KLCC,North,Kuala Lumpur,3.117305,101.690219,Loft,Entire home/apt,8,4,Wifi|Gym|Iron|Air conditioning|Free parking|Elevator|Heating|TV|Pool|Washer,264.25,1,60,3.88,4.04,3.48,4.11,4.05,3.8,3.68,True
257,"Entire home/apt in Senayan, Jakarta",1037,2021-08-06,Jakarta,within a day,82,95,True,8,False,False,Senayan,West,Jakarta,-6.199269,106.815903,House,Entire home/apt,5,2,Gym|Heating|Kitchen|Washer,214.26,7,30,4.57,4.6,4.73,4.74,4.49,4.29,4.58,False
258,"Private room in Tiong Bahru, Singapore",1038,2021-10-02,Singapore,within a few hours,77,60,False,14,True,True,Tiong Bahru,North,Singapore,1.396847,103.792214,House,Private room,3,2,Air conditioning|Iron|Gym|Heating,115.99,2,90,4.47,4.42,4.39,4.71,4.56,4.61,4.45,False
259,"Private room in Bugis, Singapore",1039,2018-01-06,Singapore,a few days or more,60,61,False,6,True,False,Bugis,East,Singapore,1.390593,103.832419,Serviced apartment,Private room,6,3,Wifi|Kitchen|Elevator|Workspace|Air conditioning|TV|Pool,211.78,7,60,3.95,3.75,3.66,4.22,3.98,4.14,3.64,True
260,"Shared room in Silom, Bangkok",1040,2025-03-28,Bangkok,within an hour,50,53,False,5,True,False,Silom,Central,Bangkok,13.77324,100.465231,House,Shared room,7,4,Air conditioning|Gym|Workspace|Free parking|Heating|Kitchen|Wifi,164.24,7,1125,4.25,4.34,3.88,4.16,4.45,4.18,4.11,False
261,"Private room in KLCC, Kuala Lumpur",1041,2022-08-24,Kuala Lumpur,within a few hours,51,88,False,2,True,False,KLCC,South,Kuala Lumpur,3.124081,101.691642,Loft,Private room,7,4,Iron|Gym|Workspace|Wifi|Pool|Heating|Kitchen|TV,188.51,2,60,3.21,3.09,3.18,3.34,3.25,3.16,2.9,False
262,"Private room in Bukit Bintang, Kuala Lumpur",1042,2017-08-14,Kuala Lumpur,within a few hours,83,86,False,13,True,True,Bukit Bintang,South,Kuala Lumpur,3.145212,101.666906,House,Private room,6,3,Pool|Gym|Elevator|Air conditioning,179.29,1,60,4.52,4.47,4.17,4.74,4.82,4.81,4.35,False
263,"Entire home/apt in Jurong East, Singapore",1043,2022-05-26,Singapore,a few days or more,92,57,False,11,False,True,Jurong East,East,Singapore,1.36238,103.80545,Serviced apartment,Entire home/apt,4,2,Kitchen|Pool|Gym,207.37,3,365,4.58,4.33,4.6,4.82,4.85,4.74,4.48,False
264,"Private room in Senayan, Jakarta",1044,2017-07-04,Jakarta,within a few hours,74,77,False,6,True,True,Senayan,West,Jakarta,-6.210734,106.80739,Loft,Private room,7,4,Workspace|Heating|Washer|Air conditioning|Pool|TV|Kitchen|Iron,214.46,7,60,4.24,4.2,4.2,4.15,4.24,4.26,4.07,True
265,"Private room in Bukit Bintang, Kuala Lumpur",1045,2016-08-20,Kuala Lumpur,a few days or more,90,63,False,8,True,False,Bukit Bintang,West,Kuala Lumpur,3.149948,101.667847,Loft,Private room,3,2,Heating|Pool|Free parking,135.08,7,365,4.1,3.83,4.19,3.98,4.26,4.31,4.17,True
266,"Private room in Tiong Bahru, Singapore",1046,2022-05-24,Singapore,a few days or more,56,58,False,6,True,True,Tiong Bahru,South,Singapore,1.396235,103.799663,Loft,Private room,5,2,Pool|Gym|Elevator|Workspace|Iron|Washer|Wifi|Free parking|Kitchen,168.14,1,90,3.71,3.64,3.41,3.58,3.86,3.58,3.38,True
267,"Private room in Sukhumvit, Bangkok",1047,2024-08-17,Bangkok,within a day,87,77,True,3,True,False,Sukhumvit,North,Bangkok,13.746809,100.462085,House,Private room,2,1,Wifi|Air conditioning|Pool|Elevator|Kitchen,111.31,1,30,4.9,4.66,4.74,4.85,5.0,4.7,4.87,False
268,"Entire home/apt in Jurong East, Singapore",1048,2016-05-06,Singapore,within a few hours,56,70,True,2,True,True,Jurong East,South,Singapore,1.368168,103.805939,Loft,Entire home/apt,8,4,Washer|Wifi|Heating|Elevator|Free parking|Pool|Gym|Iron|Air conditioning|Workspace|Kitchen,261.2,1,365,5.0,5.0,4.61,5.0,5.0,5.0,4.84,False
269,"Private room in Malate, Manila",1049,2025-01-24,Manila,within a few hours,55,85,True,5,True,False,Malate,Central,Manila,14.579737,120.994459,Apartment,Private room,4,2,TV|Elevator|Pool,161.11,1,30,3.42,3.37,3.24,3.49,3.43,3.69,3.02,True
270,"Entire home/apt in BGC, Manila",1050,2020-11-10,Manila,a few days or more,54,85,False,5,True,False,BGC,West,Manila,14.578055,120.968176,Serviced apartment,Entire home/apt,8,4,Washer|Air conditioning|Wifi|Workspace|Heating|Iron|Gym|Kitchen|Pool|Elevator|Free parking,304.23,2,60,4.27,4.17,3.92,4.2,4.28,4.39,4.14,True
271,"Private room in Bangsar, Kuala Lumpur",1051,2016-09-20,Kuala Lumpur,within a few hours,67,50,False,2,True,True,Bangsar,North,Kuala Lumpur,3.151996,101.669838,Condominium,Private room,3,2,Washer|Air conditioning|Free parking|Iron|TV|Pool|Heating|Workspace|Wifi|Elevator|Gym|Kitchen,150.08,1,365,4.84,5.0,4.91,4.7,4.9,5.0,4.73,False
272,"Private room in Orchard, Singapore",1052,2021-10-24,Singapore,within a few hours,59,74,True,10,True,True,Orchard,West,Singapore,1.366752,103.811784,House,Private room,5,2,Kitchen|Pool|TV|Heating|Gym|Washer|Free parking|Air conditioning|Workspace,144.33,1,90,3.22,3.27,2.97,3.32,3.37,3.03,3.31,False
273,"Shared room in BGC, Manila",1053,2024-08-15,Manila,within a day,85,81,True,13,True,True,BGC,Central,Manila,14.576708,120.960115,House,Shared room,4,2,Iron|Air conditioning|Workspace|Washer,94.79,2,1125,4.9,5.0,4.58,4.95,5.0,5.0,4.77,True
274,"Private room in Orchard, Singapore",1054,2022-11-17,Singapore,a few days or more,81,74,False,3,False,True,Orchard,West,Singapore,1.366753,103.821348,Condominium,Private room,1,1,Iron|Heating|Wifi|Elevator|Kitchen|Pool|Free parking|Air conditioning|Gym|Workspace|Washer,132.28,1,90,4.71,4.87,4.46,4.78,4.89,4.48,4.46,True
275,"Entire home/apt in Sukhumvit, Bangkok",1055,2022-03-18,Bangkok,within a few hours,55,83,False,9,True,False,Sukhumvit,East,Bangkok,13.745507,100.461069,Serviced apartment,Entire home/apt,5,2,Elevator|Wifi|Pool|Iron|Workspace|Kitchen|Gym|Heating|TV|Washer|Air conditioning|Free parking,255.1,2,30,3.92,4.08,3.52,4.1,3.85,3.9,3.71,True
276,"Shared room in Thonglor, Bangkok",1056,2018-12-19,Bangkok,within a few hours,80,92,False,5,True,True,Thonglor,Central,Bangkok,13.750069,100.544246,Apartment,Shared room,8,4,Air conditioning|Washer|Free parking|Wifi|Kitchen|Iron,154.9,2,365,3.96,3.94,4.04,4.12,3.92,4.12,4.0,False
277,"Shared room in Menteng, Jakarta",1057,2018-11-10,Jakarta,within a few hours,65,67,False,13,True,True,Menteng,Central,Jakarta,-6.22394,106.831689,Apartment,Shared room,1,1,Gym|Heating|Wifi|Workspace|Elevator|Kitchen|TV|Washer,44.94,2,60,3.35,3.38,3.21,3.39,3.54,3.11,3.32,False
278,"Entire home/apt in Silom, Bangkok",1058,2017-02-26,Bangkok,within a day,77,80,False,1,True,True,Silom,South,Bangkok,13.775105,100.459934,Condominium,Entire home/apt,7,4,Wifi|Gym|Iron|TV,262.11,2,30,3.75,3.6,3.51,3.69,3.73,3.7,3.51,True
279,"Private room in Bugis, Singapore",1059,2020-04-17,Singapore,within a day,73,97,False,13,True,True,Bugis,West,Singapore,1.392212,103.839303,Apartment,Private room,6,3,Elevator|Pool|Iron|Free parking|Air conditioning|Wifi|Heating,153.66,7,1125,3.22,3.18,3.04,3.35,3.13,3.15,3.26,True
280,"Private room in Makati, Manila",1060,2019-12-31,Manila,within a day,73,78,False,11,True,True,Makati,Central,Manila,14.570285,120.98387,Apartment,Private room,4,2,Free parking|Elevator|Washer|TV|Kitchen|Wifi|Air conditioning|Pool,118.61,2,30,3.95,3.89,3.86,4.23,4.15,3.75,3.69,False
281,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1061,2019-06-17,Kuala Lumpur,within a few hours,61,50,False,3,True,True,Bukit Bintang,South,Kuala Lumpur,3.146368,101.671852,Serviced apartment,Entire home/apt,4,2,Kitchen|Elevator|TV|Gym,238.74,1,1125,4.21,4.26,4.34,4.41,4.24,4.33,4.07,True
282,"Private room in Thonglor, Bangkok",1062,2020-12-25,Bangkok,within a day,70,55,False,12,True,True,Thonglor,South,Bangkok,13.750264,100.551128,House,Private room,3,2,Kitchen|Free parking|Wifi|Washer|TV|Iron|Heating,114.32,2,60,3.2,3.1,3.17,3.16,3.03,3.39,3.21,True
283,"Shared room in Bukit Bintang, Kuala Lumpur",1063,2022-09-19,Kuala Lumpur,a few days or more,55,81,False,3,True,True,Bukit Bintang,North,Kuala Lumpur,3.146892,101.666345,House,Shared room,2,1,TV|Washer|Elevator|Iron|Pool|Kitchen|Air conditioning|Free parking|Workspace|Wifi|Heating|Gym,83.74,1,60,4.51,4.3,4.4,4.67,4.63,4.22,4.19,True
284,"Entire home/apt in Senayan, Jakarta",1064,2017-10-01,Jakarta,within an hour,100,50,False,13,True,True,Senayan,Central,Jakarta,-6.201513,106.809859,Serviced apartment,Entire home/apt,3,2,Kitchen|Wifi|Heating|Air conditioning|Gym|Washer|Iron|Pool|Free parking|Workspace|Elevator,195.96,3,90,3.44,3.57,3.09,3.31,3.62,3.68,3.45,True
285,"Entire home/apt in Menteng, Jakarta",1065,2016-05-19,Jakarta,within a few hours,72,91,True,5,True,True,Menteng,East,Jakarta,-6.2288,106.829404,Condominium,Entire home/apt,5,2,TV|Gym|Kitchen|Wifi,238.51,7,365,4.84,4.88,4.87,5.0,4.89,5.0,4.55,False
286,"Private room in KLCC, Kuala Lumpur",1066,2025-05-15,Kuala Lumpur,within a day,72,56,False,5,True,False,KLCC,North,Kuala Lumpur,3.121642,101.690439,Apartment,Private room,2,1,Gym|TV|Pool|Kitchen|Workspace,93.83,7,90,3.47,3.64,3.56,3.63,3.31,3.17,3.54,True
287,"Entire home/apt in Thonglor, Bangkok",1067,2016-04-08,Bangkok,a few days or more,88,100,False,11,True,False,Thonglor,West,Bangkok,13.752025,100.549642,Condominium,Entire home/apt,8,4,Pool|Kitchen|Iron|Gym,310.81,1,60,3.83,3.72,3.76,3.9,3.88,3.85,3.55,True
288,"Private room in Senayan, Jakarta",1068,2017-08-21,Jakarta,a few days or more,65,63,False,14,True,True,Senayan,East,Jakarta,-6.209024,106.816887,Serviced apartment,Private room,4,2,TV|Elevator|Kitchen|Air conditioning|Wifi|Heating|Gym|Workspace,171.67,1,60,3.73,3.49,3.75,3.6,3.9,3.85,3.54,True
289,"Entire home/apt in Orchard, Singapore",1069,2019-02-05,Singapore,within a few hours,53,91,True,1,True,True,Orchard,South,Singapore,1.368932,103.813359,Apartment,Entire home/apt,3,2,Kitchen|Workspace|Elevator|Iron|Free parking|Washer|Gym|TV|Pool,168.66,1,1125,4.61,4.39,4.45,4.62,4.88,4.58,4.57,True
290,"Private room in Malate, Manila",1070,2018-01-18,Manila,within an hour,94,79,False,8,False,True,Malate,West,Manila,14.588061,121.003696,House,Private room,7,4,Workspace|Washer|Gym|Wifi|Iron,221.23,7,365,3.91,4.02,3.61,4.11,4.03,3.73,3.56,True
291,"Entire home/apt in BGC, Manila",1071,2015-09-25,Manila,a few days or more,52,53,True,6,True,True,BGC,Central,Manila,14.581504,120.966191,Apartment,Entire home/apt,3,2,TV|Washer|Wifi|Iron|Free parking|Heating,196.79,2,30,4.96,5.0,5.0,5.0,5.0,4.85,4.76,True
292,"Entire home/apt in Sukhumvit, Bangkok",1072,2023-09-10,Bangkok,within a day,78,100,True,3,True,True,Sukhumvit,West,Bangkok,13.75142,100.467807,House,Entire home/apt,2,1,Wifi|Free parking|Kitchen|Heating|Elevator|Workspace|Pool|Gym|Air conditioning|Iron|TV|Washer,166.62,2,90,4.99,5.0,5.0,4.81,5.0,5.0,4.71,False
293,"Private room in Makati, Manila",1073,2015-03-03,Manila,within a day,72,55,True,2,True,False,Makati,East,Manila,14.565293,120.973989,Condominium,Private room,8,4,Elevator|Air conditioning|Workspace|Pool,206.36,7,365,3.51,3.34,3.39,3.44,3.75,3.6,3.18,True
294,"Entire home/apt in BGC, Manila",1074,2024-08-11,Manila,within an hour,59,56,False,5,True,True,BGC,North,Manila,14.577664,120.969281,Apartment,Entire home/apt,5,2,Heating|Pool|Iron|Air conditioning|Gym|Free parking|Washer|Kitchen|Wifi|Elevator|Workspace,201.05,1,1125,4.53,4.43,4.17,4.52,4.56,4.29,4.36,False
295,"Entire home/apt in Menteng, Jakarta",1075,2025-05-06,Jakarta,a few days or more,52,84,False,3,True,True,Menteng,North,Jakarta,-6.220192,106.82565,Apartment,Entire home/apt,2,1,Pool|Workspace|Heating|Elevator,189.46,1,60,3.58,3.44,3.2,3.68,3.57,3.84,3.36,True
296,"Entire home/apt in Menteng, Jakarta",1076,2022-09-01,Jakarta,within a few hours,92,66,False,3,True,True,Menteng,Central,Jakarta,-6.223671,106.829315,Apartment,Entire home/apt,1,1,Air conditioning|Free parking|Gym|Workspace|Iron,185.4,1,365,4.77,4.64,4.82,4.65,4.74,4.72,4.61,False
297,"Private room in Chinatown, Bangkok",1077,2021-04-16,Bangkok,within a few hours,90,78,False,11,True,True,Chinatown,South,Bangkok,13.790835,100.534399,House,Private room,7,4,Heating|Kitchen|Pool|Workspace|Wifi|Air conditioning|Washer|Gym|TV|Free parking|Elevator|Iron,215.27,1,30,3.67,3.48,3.86,3.68,3.74,3.47,3.46,True
298,"Private room in Sukhumvit, Bangkok",1078,2018-06-11,Bangkok,a few days or more,74,68,False,14,True,False,Sukhumvit,North,Bangkok,13.747524,100.463038,House,Private room,1,1,Gym|Workspace|Pool|Heating|Iron|Free parking|Kitchen|Wifi|Air conditioning|Washer,84.61,7,90,3.97,4.02,4.13,4.22,3.82,3.72,3.99,True
299,"Entire home/apt in Orchard, Singapore",1079,2020-08-23,Singapore,a few days or more,50,73,False,13,True,True,Orchard,East,Singapore,1.370114,103.815485,Loft,Entire home/apt,2,1,Washer|Workspace|Elevator|TV|Gym|Wifi|Air conditioning|Iron|Heating,173.84,3,90,3.83,3.66,3.83,3.78,4.08,4.08,3.77,True
300,"Entire home/apt in Menteng, Jakarta",1080,2020-10-26,Jakarta,a few days or more,70,83,False,3,True,True,Menteng,North,Jakarta,-6.224403,106.833015,Apartment,Entire home/apt,6,3,Gym|Washer|TV|Workspace|Iron|Free parking|Pool|Elevator|Wifi|Kitchen|Air conditioning|Heating,253.24,1,30,4.89,4.95,4.57,4.75,4.98,4.83,4.87,False
301,"Entire home/apt in Makati, Manila",1081,2015-02-17,Manila,a few days or more,99,66,False,11,True,True,Makati,Central,Manila,14.568171,120.976114,House,Entire home/apt,2,1,Air conditioning|Heating|Gym|Wifi|Kitchen|Washer|Pool|Elevator|Workspace|TV|Free parking,140.41,2,30,3.73,3.9,3.71,3.85,3.82,3.49,3.56,False
302,"Entire home/apt in Tiong Bahru, Singapore",1082,2020-07-17,Singapore,a few days or more,74,70,False,11,True,False,Tiong Bahru,North,Singapore,1.392666,103.793774,House,Entire home/apt,3,2,Elevator|Wifi|Gym|Air conditioning,172.1,1,60,4.08,3.93,4.22,4.21,4.2,4.29,3.74,True
303,"Private room in KLCC, Kuala Lumpur",1083,2023-04-26,Kuala Lumpur,within a few hours,67,67,False,8,True,True,KLCC,East,Kuala Lumpur,3.114636,101.69512,Serviced apartment,Private room,1,1,Wifi|TV|Iron|Kitchen|Washer|Gym|Heating|Workspace|Air conditioning|Free parking|Elevator,101.71,1,90,3.45,3.5,3.44,3.48,3.65,3.41,3.52,False
304,"Private room in Bukit Bintang, Kuala Lumpur",1084,2016-02-26,Kuala Lumpur,a few days or more,77,62,False,10,True,True,Bukit Bintang,West,Kuala Lumpur,3.151476,101.67204,Condominium,Private room,5,2,Workspace|Elevator|Gym|Iron|Heating|Free parking,191.9,2,30,4.54,4.46,4.67,4.82,4.47,4.49,4.44,False
305,"Entire home/apt in BGC, Manila",1085,2019-10-25,Manila,within a day,64,85,False,2,True,True,BGC,North,Manila,14.577292,120.966236,Loft,Entire home/apt,3,2,Pool|Kitchen|Workspace|Air conditioning|Wifi|Iron|Heating|Elevator,211.5,2,1125,4.49,4.3,4.22,4.57,4.65,4.76,4.49,False
306,"Private room in Malate, Manila",1086,2018-08-04,Manila,a few days or more,65,86,True,1,True,True,Malate,West,Manila,14.580245,120.995907,Loft,Private room,7,4,Free parking|Gym|Air conditioning,187.48,1,1125,3.42,3.61,3.57,3.36,3.64,3.36,3.47,False
307,"Entire home/apt in Katong, Singapore",1087,2019-08-28,Singapore,within a day,89,56,False,1,True,True,Katong,East,Singapore,1.375631,103.822138,Apartment,Entire home/apt,2,1,Air conditioning|TV|Pool|Elevator|Wifi|Washer|Kitchen|Gym|Free parking,184.64,1,30,4.73,4.5,4.93,4.96,4.89,4.57,4.37,False
308,"Private room in Bangsar, Kuala Lumpur",1088,2023-10-21,Kuala Lumpur,a few days or more,90,78,True,11,True,True,Bangsar,Central,Kuala Lumpur,3.144175,101.678425,Apartment,Private room,1,1,Pool|Heating|Gym|Free parking|Kitchen|Air conditioning|TV,82.28,3,1125,4.03,3.85,3.92,4.08,3.97,4.19,3.87,True
309,"Entire home/apt in Bangsar, Kuala Lumpur",1089,2023-03-31,Kuala Lumpur,within a day,98,69,False,12,True,True,Bangsar,North,Kuala Lumpur,3.152427,101.677221,Apartment,Entire home/apt,4,2,Wifi|Washer|Workspace|Iron|Elevator|Gym|TV|Air conditioning|Pool|Heating,209.27,7,60,3.81,3.93,3.47,3.68,4.07,3.74,3.64,False
310,"Entire home/apt in Chinatown, Bangkok",1090,2018-06-12,Bangkok,within an hour,72,77,False,4,True,True,Chinatown,East,Bangkok,13.786391,100.52396,Condominium,Entire home/apt,7,4,Air conditioning|Workspace|Washer|Wifi|Elevator|Iron|Kitchen|TV|Heating|Pool,269.03,2,1125,4.16,4.08,3.96,4.18,4.14,3.89,3.95,False
311,"Entire home/apt in Thonglor, Bangkok",1091,2020-07-14,Bangkok,within a few hours,89,94,False,12,True,True,Thonglor,North,Bangkok,13.746885,100.545079,Condominium,Entire home/apt,5,2,Air conditioning|Washer|Workspace|Wifi|TV|Free parking,233.13,2,365,3.68,3.43,3.72,3.92,3.61,3.5,3.67,True
312,"Entire home/apt in Bangsar, Kuala Lumpur",1092,2020-08-23,Kuala Lumpur,a few days or more,77,71,False,1,True,True,Bangsar,East,Kuala Lumpur,3.144361,101.668235,Serviced apartment,Entire home/apt,1,1,Kitchen|Pool|Air conditioning|Workspace|TV|Elevator,163.18,2,30,4.82,4.61,4.88,4.62,4.8,4.8,4.42,False
313,"Private room in Menteng, Jakarta",1093,2020-11-21,Jakarta,a few days or more,66,73,False,8,True,True,Menteng,Central,Jakarta,-6.21721,106.827366,Apartment,Private room,5,2,Free parking|Pool|Elevator|Heating,159.94,2,90,4.52,4.58,4.65,4.71,4.75,4.76,4.42,True
314,"Entire home/apt in Malate, Manila",1094,2022-05-24,Manila,a few days or more,87,76,False,5,True,True,Malate,West,Manila,14.58634,121.00264,Apartment,Entire home/apt,7,4,Workspace|Gym|Pool|Washer|Air conditioning|Elevator|TV|Wifi|Kitchen|Heating|Iron|Free parking,282.09,1,30,3.68,3.67,3.7,3.9,3.54,3.86,3.56,False
315,"Shared room in KLCC, Kuala Lumpur",1095,2016-08-25,Kuala Lumpur,within a day,50,77,False,6,True,True,KLCC,Central,Kuala Lumpur,3.120752,101.687459,Apartment,Shared room,8,4,TV|Iron|Kitchen|Free parking|Elevator|Heating|Wifi|Gym|Pool|Air conditioning|Washer|Workspace,197.0,1,90,3.71,3.48,3.84,3.9,3.76,3.99,3.59,False
316,"Entire home/apt in Bukit Bintang, Kuala Lumpur",1096,2015-05-12,Kuala Lumpur,within a few hours,66,58,False,7,True,True,Bukit Bintang,South,Kuala Lumpur,3.145555,101.671503,Condominium,Entire home/apt,2,1,Gym|Workspace|Air conditioning|Free parking|TV|Elevator|Kitchen|Heating|Washer,179.99,1,90,4.42,4.27,4.2,4.68,4.45,4.23,4.41,False
317,"Entire home/apt in Tiong Bahru, Singapore",1097,2022-09-07,Singapore,within a day,58,89,False,9,True,True,Tiong Bahru,South,Singapore,1.388786,103.794162,Serviced apartment,Entire home/apt,6,3,Gym|Elevator|Wifi|TV|Heating|Workspace|Washer|Iron|Air conditioning,259.71,2,30,4.31,4.39,4.15,4.31,4.11,4.49,4.35,True
318,"Entire home/apt in Bugis, Singapore",1098,2016-02-03,Singapore,within a few hours,85,97,False,8,True,True,Bugis,East,Singapore,1.386227,103.83142,Apartment,Entire home/apt,2,1,Air conditioning|Heating|TV,157.34,1,60,4.53,4.38,4.32,4.82,4.33,4.52,4.47,True
319,"Private room in Tiong Bahru, Singapore",1099,2016-02-29,Singapore,within a day,89,93,False,8,True,False,Tiong Bahru,South,Singapore,1.387366,103.794069,Serviced apartment,Private room,2,1,Air conditioning|Free parking|Gym,112.6,1,365,4.07,3.84,3.68,3.94,4.24,3.91,3.93,False
320,"Entire home/apt in Chinatown, Bangkok",1100,2020-07-12,Bangkok,within an hour,87,69,False,1,True,True,Chinatown,South,Bangkok,13.787652,100.52931,Loft,Entire home/apt,2,1,Elevator|Gym|Iron|Kitchen,191.75,2,30,3.25,3.4,3.06,3.12,3.49,3.23,2.85,True
321,"Entire home/apt in Malate, Manila",1101,2016-12-15,Manila,within a day,58,94,False,6,True,True,Malate,South,Manila,14.583852,120.999892,Condominium,Entire home/apt,7,4,Elevator|Kitchen|Free parking|Heating|Gym|Wifi|Pool|Washer,288.22,3,90,3.88,3.87,3.98,3.71,3.69,4.02,3.6,False
322,"Entire home/apt in Senayan, Jakarta",1102,2024-01-25,Jakarta,within an hour,78,98,False,6,True,True,Senayan,South,Jakarta,-6.20938,106.816809,Loft,Entire home/apt,4,2,Workspace|Gym|Iron|Air conditioning|Wifi,226.97,7,30,4.3,4.46,4.09,4.45,4.29,4.59,4.19,True
323,"Private room in KLCC, Kuala Lumpur",1103,2016-10-25,Kuala Lumpur,a few days or more,86,84,False,14,True,True,KLCC,Central,Kuala Lumpur,3.115322,101.686883,Loft,Private room,4,2,Heating|Wifi|Air conditioning|Washer,119.07,2,60,3.26,3.3,3.43,3.42,3.32,3.07,2.96,False
324,"Private room in BGC, Manila",1104,2019-12-03,Manila,within a day,51,64,False,14,True,True,BGC,West,Manila,14.577493,120.966644,House,Private room,3,2,Kitchen|TV|Free parking|Air conditioning,146.09,2,365,3.41,3.46,3.05,3.65,3.69,3.15,3.3,False
325,"Entire home/apt in Malate, Manila",1105,2024-12-31,Manila,within a day,98,92,True,15,True,True,Malate,Central,Manila,14.587368,120.993656,House,Entire home/apt,1,1,Iron|Wifi|Workspace|Pool|Gym|Kitchen|Air conditioning,163.03,1,365,3.8,3.54,3.97,4.05,3.95,3.96,3.42,False
326,"Private room in Senayan, Jakarta",1106,2018-01-13,Jakarta,within an hour,51,99,False,13,True,True,Senayan,East,Jakarta,-6.199096,106.806905,Serviced apartment,Private room,8,4,Iron|Pool|Gym|Elevator|Free parking|Heating,253.06,3,1125,4.73,4.86,4.74,4.9,4.81,4.46,4.71,False
